,state_in,input_in,state_pred,state_out,timestamp,dt
46,"[7.33858, 5.37337, 1.34148, -0.476809, 0.0966033, -0.268003, 0.831562, 4.98127, 3.65313, -0.910556, -1.31237, 2.30628, -0.0034481]","[0.2842647058823529, 0.28572588235294116, 0.27658823529411763, 0.27537294117647054]","[7.64709, 5.5831, 1.28814, -0.451506, 0.0545949, -0.331846, 0.826462, 5.2951, 3.32316, -0.873632, -1.16598, 2.45551, -0.066573]","[7.64419, 5.58053, 1.28956, -0.451506, 0.0545949, -0.331846, 0.826462, 5.19924, 3.23941, -0.827099, -1.16598, 2.45551, -0.066573]",2.82,0.06000000000000005
47,"[7.64419, 5.58053, 1.28956, -0.451506, 0.0545949, -0.331846, 0.826462, 5.19924, 3.23941, -0.827099, -1.16598, 2.45551, -0.066573]","[0.2917588235294118, 0.29237176470588233, 0.28473647058823526, 0.2843894117647059]","[7.96523, 5.76176, 1.24007, -0.42164, 0.00876114, -0.38929, 0.8189, 5.49193, 2.78989, -0.830365, -0.928609, 2.43571, -0.118871]","[7.96218, 5.7593, 1.24145, -0.42164, 0.00876114, -0.38929, 0.8189, 5.39113, 2.71037, -0.785505, -0.928609, 2.43571, -0.118871]",2.88,0.06000000000000005
48,"[7.96218, 5.7593, 1.24145, -0.42164, 0.00876114, -0.38929, 0.8189, 5.39113, 2.71037, -0.785505, -0.928609, 2.43571, -0.118871]","[0.2986988235294118, 0.29844, 0.29229647058823527, 0.2928188235294118]","[8.29363, 5.90542, 1.19293, -0.389453, -0.0374537, -0.436375, 0.810247, 5.64535, 2.15305, -0.83972, -0.628121, 2.26244, -0.158692]","[8.29042, 5.90318, 1.19425, -0.389453, -0.0374537, -0.436375, 0.810247, 5.53906, 2.08116, -0.797061, -0.628121, 2.26244, -0.158692]",2.94,0.06000000000000005
49,"[8.29042, 5.90318, 1.19425, -0.389453, -0.0374537, -0.436375, 0.810247, 5.53906, 2.08116, -0.797061, -0.628121, 2.26244, -0.158692]","[0.3051329411764706, 0.3041894117647059, 0.2994541176470588, 0.3006870588235294]","[8.62923, 6.00872, 1.14342, -0.357282, -0.081082, -0.4709, 0.802514, 5.74192, 1.43448, -0.90369, -0.294936, 1.97992, -0.185956]","[8.62585, 6.00681, 1.14467, -0.357282, -0.081082, -0.4709, 0.802514, 5.6303, 1.3741, -0.863014, -0.294936, 1.97992, -0.185956]",3.0,0.06000000000000005
50,"[8.62585, 6.00681, 1.14467, -0.357282, -0.081082, -0.4709, 0.802514, 5.6303, 1.3741, -0.863014, -0.294936, 1.97992, -0.185956]","[0.3115835294117647, 0.3102576470588235, 0.3067870588235294, 0.30847176470588233]","[8.96836, 6.06769, 1.08848, -0.326939, -0.120153, -0.492406, 0.797628, 5.77428, 0.657017, -1.0138, 0.0393187, 1.64236, -0.202135]","[8.96484, 6.06622, 1.08969, -0.326939, -0.120153, -0.492406, 0.797628, 5.6583, 0.611728, -0.974229, 0.0393187, 1.64236, -0.202135]",3.06,0.06000000000000005
51,"[8.96484, 6.06622, 1.08969, -0.326939, -0.120153, -0.492406, 0.797628, 5.6583, 0.611728, -0.974229, 0.0393187, 1.64236, -0.202135]","[0.31906823529411765, 0.31765176470588236, 0.31525882352941176, 0.31711529411764705]","[9.30715, 6.0796, 1.02586, -0.299402, -0.153745, -0.501787, 0.796825, 5.74001, -0.160715, -1.15362, 0.345916, 1.30033, -0.209659]","[9.30354, 6.07867, 1.02707, -0.299402, -0.153745, -0.501787, 0.796825, 5.62123, -0.188071, -1.11402, 0.345916, 1.30033, -0.209659]",3.12,0.06000000000000005
52,"[9.30354, 6.07867, 1.02707, -0.299402, -0.153745, -0.501787, 0.796825, 5.62123, -0.188071, -1.11402, 0.345916, 1.30033, -0.209659]","[0.32870235294117645, 0.32740823529411767, 0.32590705882352944, 0.32768588235294116]","[9.64168, 6.04263, 0.954473, -0.274813, -0.181856, -0.500751, 0.800409, 5.63923, -1.00624, -1.30257, 0.606267, 0.99568, -0.211008]","[9.63803, 6.0423, 0.955703, -0.274813, -0.181856, -0.500751, 0.800409, 5.51953, -1.0137, -1.26202, 0.606267, 0.99568, -0.211008]",3.18,0.06000000000000005
53,"[9.63803, 6.0423, 0.955703, -0.274813, -0.181856, -0.500751, 0.800409, 5.51953, -1.0137, -1.26202, 0.606267, 0.99568, -0.211008]","[0.34143999999999997, 0.34042, 0.3396694117647059, 0.34116235294117647]","[9.96809, 5.95548, 0.874466, -0.252707, -0.205168, -0.491331, 0.807861, 5.47227, -1.87185, -1.43968, 0.811931, 0.753716, -0.208104]","[9.96446, 5.95579, 0.875738, -0.252707, -0.205168, -0.491331, 0.807861, 5.35361, -1.85823, -1.39773, 0.811931, 0.753716, -0.208104]",3.24,0.06000000000000005
54,"[9.96446, 5.95579, 0.875738, -0.252707, -0.205168, -0.491331, 0.807861, 5.35361, -1.85823, -1.39773, 0.811931, 0.753716, -0.208104]","[0.3575458823529412, 0.35686235294117646, 0.356764705882353, 0.3578494117647059]","[10.2825, 5.81719, 0.787169, -0.23248, -0.224521, -0.475664, 0.818099, 5.23841, -2.75212, -1.54604, 0.950679, 0.570328, -0.202473]","[10.279, 5.81816, 0.788482, -0.23248, -0.224521, -0.475664, 0.818099, 5.12273, -2.7168, -1.50282, 0.950679, 0.570328, -0.202473]",3.3,0.05999999999999961
55,"[10.279, 5.81816, 0.788482, -0.23248, -0.224521, -0.475664, 0.818099, 5.12273, -2.7168, -1.50282, 0.950679, 0.570328, -0.202473]","[0.37695411764705883, 0.3764929411764706, 0.37693176470588236, 0.3776258823529412]","[10.581, 5.62707, 0.694904, -0.213813, -0.240432, -0.455943, 0.829815, 4.93659, -3.64176, -1.60644, 1.01344, 0.426251, -0.19554]","[10.5776, 5.62871, 0.69624, -0.213813, -0.240432, -0.455943, 0.829815, 4.82582, -3.58446, -1.56261, 1.01344, 0.426251, -0.19554]",3.36,0.06000000000000005
56,"[10.5776, 5.62871, 0.69624, -0.213813, -0.240432, -0.455943, 0.829815, 4.82582, -3.58446, -1.56261, 1.01344, 0.426251, -0.19554]","[0.3989870588235294, 0.39858941176470586, 0.3993976470588235, 0.39979176470588235]","[10.8596, 5.38475, 0.600745, -0.196607, -0.253243, -0.434169, 0.84185, 4.5669, -4.53514, -1.60986, 1.01495, 0.315971, -0.188434]","[10.8564, 5.38706, 0.602072, -0.196607, -0.253243, -0.434169, 0.84185, 4.46292, -4.45576, -1.56656, 1.01495, 0.315971, -0.188434]",3.42,0.06000000000000005
57,"[10.8564, 5.38706, 0.602072, -0.196607, -0.253243, -0.434169, 0.84185, 4.46292, -4.45576, -1.56656, 1.01495, 0.315971, -0.188434]","[0.42294588235294117, 0.4226105882352941, 0.42359882352941175, 0.4237470588235294]","[11.1144, 5.09018, 0.508273, -0.180589, -0.263669, -0.411764, 0.853415, 4.13067, -5.42651, -1.54939, 0.988145, 0.252672, -0.181747]","[11.1114, 5.09316, 0.509548, -0.180589, -0.263669, -0.411764, 0.853415, 4.03533, -5.32507, -1.50807, 0.988145, 0.252672, -0.181747]",3.48,0.06000000000000005
58,"[11.1114, 5.09316, 0.509548, -0.180589, -0.263669, -0.411764, 0.853415, 4.03533, -5.32507, -1.50807, 0.988145, 0.252672, -0.181747]","[0.44809058823529413, 0.44795529411764706, 0.4489564705882353, 0.4488447058823529]","[11.3415, 4.74367, 0.421346, -0.165065, -0.273142, -0.389345, 0.864036, 3.62877, -6.30974, -1.42201, 0.968952, 0.257383, -0.175566]","[11.3389, 4.74732, 0.422519, -0.165065, -0.273142, -0.389345, 0.864036, 3.54383, -6.18644, -1.38428, 0.968952, 0.257383, -0.175566]",3.54,0.06000000000000005
59,"[11.3389, 4.74732, 0.422519, -0.165065, -0.273142, -0.389345, 0.864036, 3.54383, -6.18644, -1.38428, 0.968952, 0.257383, -0.175566]","[0.47374470588235296, 0.4739776470588235, 0.47487529411764706, 0.4744529411764706]","[11.5371, 4.34591, 0.343877, -0.148998, -0.283676, -0.366786, 0.873382, 3.05881, -7.17744, -1.22849, 0.980548, 0.340907, -0.169705]","[11.5349, 4.35022, 0.3449, -0.148998, -0.283676, -0.366786, 0.873382, 2.98596, -7.03279, -1.1959, 0.980548, 0.340907, -0.169705]",3.6,0.06000000000000005
60,"[11.5349, 4.35022, 0.3449, -0.148998, -0.283676, -0.366786, 0.873382, 2.98596, -7.03279, -1.1959, 0.980548, 0.340907, -0.169705]","[0.49939176470588237, 0.5000670588235294, 0.5007847058823529, 0.5000305882352941]","[11.697, 3.89809, 0.279619, -0.131346, -0.297279, -0.343524, 0.881116, 2.41317, -8.01985, -0.973477, 1.02622, 0.490233, -0.163992]","[11.6951, 3.90302, 0.280451, -0.131346, -0.297279, -0.343524, 0.881116, 2.35409, -7.8547, -0.947327, 1.02622, 0.490233, -0.163992]",3.66,0.06000000000000005
61,"[11.6951, 3.90302, 0.280451, -0.131346, -0.297279, -0.343524, 0.881116, 2.35409, -7.8547, -0.947327, 1.02622, 0.490233, -0.163992]","[0.5246070588235294, 0.5256294117647059, 0.5261129411764706, 0.525095294117647]","[11.8163, 3.40205, 0.231941, -0.111423, -0.315237, -0.31885, 0.886874, 1.67948, -8.82367, -0.665498, 1.09773, 0.67099, -0.15836]","[11.8149, 3.40758, 0.232552, -0.111423, -0.315237, -0.31885, 0.886874, 1.63593, -8.6393, -0.646734, 1.09773, 0.67099, -0.15836]",3.72,0.06000000000000005
62,"[11.8149, 3.40758, 0.232552, -0.111423, -0.315237, -0.31885, 0.886874, 1.63593, -8.6393, -0.646734, 1.09773, 0.67099, -0.15836]","[0.5489517647058824, 0.5501117647058824, 0.5503235294117647, 0.5491964705882353]","[11.8895, 2.86055, 0.203618, -0.0890556, -0.337676, -0.292116, 0.890344, 0.843482, -9.57162, -0.3164, 1.18214, 0.840141, -0.152724]","[11.8887, 2.86662, 0.203989, -0.0890556, -0.337676, -0.292116, 0.890344, 0.817399, -9.36972, -0.305541, 1.18214, 0.840141, -0.152724]",3.78,0.05999999999999961
63,"[11.8887, 2.86662, 0.203989, -0.0890556, -0.337676, -0.292116, 0.890344, 0.817399, -9.36972, -0.305541, 1.18214, 0.840141, -0.152724]","[0.5720270588235294, 0.5730905882352941, 0.5730435294117647, 0.5719964705882353]","[11.9102, 2.27744, 0.196669, -0.0646038, -0.363482, -0.26296, 0.89138, -0.106487, -10.243, 0.0600233, 1.26176, 0.956933, -0.146824]","[11.9099, 2.284, 0.196796, -0.0646038, -0.363482, -0.26296, 0.89138, -0.113103, -10.0256, 0.0628577, 1.26176, 0.956933, -0.146824]",3.84,0.06000000000000005
64,"[11.9099, 2.284, 0.196796, -0.0646038, -0.363482, -0.26296, 0.89138, -0.113103, -10.0256, 0.0628577, 1.26176, 0.956933, -0.146824]","[0.5935847058823529, 0.5943329411764706, 0.5941529411764706, 0.5933541176470589]","[11.8714, 1.6579, 0.212299, -0.0388213, -0.39059, -0.231409, 0.890159, -1.17497, -10.8154, 0.449872, 1.32511, 0.993968, -0.140194]","[11.8717, 1.66486, 0.212185, -0.0388213, -0.39059, -0.231409, 0.890159, -1.16013, -10.585, 0.444862, 1.32511, 0.993968, -0.140194]",3.9,0.06000000000000005
65,"[11.8717, 1.66486, 0.212185, -0.0388213, -0.39059, -0.231409, 0.890159, -1.16013, -10.585, 0.444862, 1.32511, 0.993968, -0.140194]","[0.6132894117647059, 0.6135988235294118, 0.6134882352941177, 0.6130576470588235]","[11.7663, 1.00837, 0.250938, -0.012445, -0.416537, -0.197494, 0.887321, -2.35582, -11.2669, 0.840993, 1.38983, 0.94345, -0.132946]","[11.7673, 1.01567, 0.250594, -0.012445, -0.416537, -0.197494, 0.887321, -2.31772, -11.026, 0.828517, 1.38983, 0.94345, -0.132946]",3.96,0.06000000000000005
66,"[11.7673, 1.01567, 0.250594, -0.012445, -0.416537, -0.197494, 0.887321, -2.31772, -11.026, 0.828517, 1.38983, 0.94345, -0.132946]","[0.6303094117647059, 0.6302211764705883, 0.6301611764705882, 0.6301776470588235]","[11.5888, 0.336653, 0.312362, 0.0147994, -0.439345, -0.159864, 0.883856, -3.62867, -11.5739, 1.22307, 1.54643, 0.84139, -0.127951]","[11.5906, 0.344198, 0.311806, 0.0147994, -0.439345, -0.159864, 0.883856, -3.56619, -11.3255, 1.20384, 1.54643, 0.84139, -0.127951]",4.02,0.05999999999999961
67,"[11.5906, 0.344198, 0.311806, 0.0147994, -0.439345, -0.159864, 0.883856, -3.56619, -11.3255, 1.20384, 1.54643, 0.84139, -0.127951]","[0.6415023529411765, 0.6414529411764706, 0.64052, 0.640944705882353]","[11.3346, -0.347836, 0.395718, 0.0450166, -0.458007, -0.114632, 0.880376, -4.95422, -11.7042, 1.5839, 1.90154, 0.740593, -0.127823]","[11.3371, -0.34015, 0.394996, 0.0450166, -0.458007, -0.114632, 0.880376, -4.86819, -11.4518, 1.55967, 1.90154, 0.740593, -0.127823]",4.08,0.0600000000000005
68,"[11.3371, -0.34015, 0.394996, 0.0450166, -0.458007, -0.114632, 0.880376, -4.86819, -11.4518, 1.55967, 1.90154, 0.740593, -0.127823]","[0.639544705882353, 0.6400058823529412, 0.6376211764705882, 0.6383094117647059]","[11.0018, -1.0335, 0.499545, 0.080716, -0.472037, -0.057795, 0.875971, -6.28655, -11.618, 1.91484, 2.38308, 0.671721, -0.133087]","[11.0049, -1.02578, 0.498755, 0.080716, -0.472037, -0.057795, 0.875971, -6.18111, -11.3647, 1.88905, 2.38308, 0.671721, -0.133087]",4.14,0.05999999999999961
69,"[11.0049, -1.02578, 0.498755, 0.080716, -0.472037, -0.057795, 0.875971, -6.18111, -11.3647, 1.88905, 2.38308, 0.671721, -0.133087]","[0.628284705882353, 0.6291941176470589, 0.6254835294117647, 0.6260764705882353]","[10.5913, -1.70637, 0.621997, 0.12243, -0.480737, 0.0109259, 0.868207, -7.57616, -11.2784, 2.20631, 2.80842, 0.619543, -0.144903]","[10.5948, -1.69865, 0.62127, 0.12243, -0.480737, 0.0109259, 0.868207, -7.45746, -11.0254, 2.18324, 2.80842, 0.619543, -0.144903]",4.2,0.0600000000000005
70,"[10.5948, -1.69865, 0.62127, 0.12243, -0.480737, 0.0109259, 0.868207, -7.45746, -11.0254, 2.18324, 2.80842, 0.619543, -0.144903]","[0.6092070588235294, 0.6101258823529412, 0.6051517647058824, 0.6053905882352941]","[10.1069, -2.35068, 0.76051, 0.168405, -0.482208, 0.0874918, 0.855255, -8.76698, -10.6702, 2.44297, 3.06279, 0.487329, -0.164062]","[10.1107, -2.34293, 0.759949, 0.168405, -0.482208, 0.0874918, 0.855255, -8.63948, -10.4154, 2.42568, 3.06279, 0.487329, -0.164062]",4.26,0.05999999999999961
71,"[10.1107, -2.34293, 0.759949, 0.168405, -0.482208, 0.0874918, 0.855255, -8.63948, -10.4154, 2.42568, 3.06279, 0.487329, -0.164062]","[0.5837117647058824, 0.5840164705882354, 0.5782552941176471, 0.5784870588235294]","[9.55604, -2.95059, 0.911554, 0.216204, -0.473146, 0.165346, 0.837884, -9.80163, -9.81196, 2.61244, 3.11559, 0.183196, -0.190864]","[9.56016, -2.9427, 0.911189, 0.216204, -0.473146, 0.165346, 0.837884, -9.66494, -9.55246, 2.60147, 3.11559, 0.183196, -0.190864]",4.32,0.0600000000000005
72,"[9.56016, -2.9427, 0.911189, 0.216204, -0.473146, 0.165346, 0.837884, -9.66494, -9.55246, 2.60147, 3.11559, 0.183196, -0.190864]","[0.554144705882353, 0.5534917647058823, 0.5475364705882353, 0.5481682352941177]","[8.94979, -3.49233, 1.07105, 0.264484, -0.45034, 0.237845, 0.818946, -10.6286, -8.75473, 2.7144, 3.01748, -0.292672, -0.224966]","[8.9543, -3.48429, 1.07085, 0.264484, -0.45034, 0.237845, 0.818946, -10.4777, -8.49061, 2.70856, 3.01748, -0.292672, -0.224966]",4.38,0.05999999999999961
73,"[8.9543, -3.48429, 1.07085, 0.264484, -0.45034, 0.237845, 0.818946, -10.4777, -8.49061, 2.70856, 3.01748, -0.292672, -0.224966]","[0.5208870588235294, 0.5195458823529412, 0.5139411764705882, 0.5150670588235294]","[8.30211, -3.96614, 1.23522, 0.313416, -0.412052, 0.300045, 0.801222, -11.2099, -7.57208, 2.76183, 2.83893, -0.876167, -0.264341]","[8.30723, -3.95807, 1.23515, 0.313416, -0.412052, 0.300045, 0.801222, -11.0385, -7.30803, 2.76023, 2.83893, -0.876167, -0.264341]",4.44,0.0600000000000005
74,"[8.30723, -3.95807, 1.23515, 0.313416, -0.412052, 0.300045, 0.801222, -11.0385, -7.30803, 2.76023, 2.83893, -0.876167, -0.264341]","[0.48415411764705885, 0.48264705882352943, 0.47787647058823535, 0.47938470588235294]","[7.6288, -4.36728, 1.40133, 0.363772, -0.358281, 0.348953, 0.785835, -11.5272, -6.34684, 2.77494, 2.62847, -1.48573, -0.305968]","[7.63465, -4.35941, 1.4014, 0.363772, -0.358281, 0.348953, 0.785835, -11.331, -6.09077, 2.77789, 2.62847, -1.48573, -0.305968]",4.5,0.05999999999999961
75,"[7.63465, -4.35941, 1.4014, 0.363772, -0.358281, 0.348953, 0.785835, -11.331, -6.09077, 2.77789, 2.62847, -1.48573, -0.305968]","[0.4443705882352941, 0.4431847058823529, 0.4395, 0.4411976470588235]","[6.94597, -4.69618, 1.56794, 0.415851, -0.290535, 0.383103, 0.771939, -11.5831, -5.16047, 2.77164, 2.41231, -2.04752, -0.346909]","[6.95261, -4.68878, 1.56817, 0.415851, -0.290535, 0.383103, 0.771939, -11.3611, -4.92129, 2.78013, 2.41231, -2.04752, -0.346909]",4.56,0.05999999999999961
76,"[6.95261, -4.68878, 1.56817, 0.415851, -0.290535, 0.383103, 0.771939, -11.3611, -4.92129, 2.78013, 2.41231, -2.04752, -0.346909]","[0.4021929411764706, 0.40168235294117643, 0.3991070588235294, 0.4008058823529412]","[6.26873, -4.95795, 1.73442, 0.468853, -0.211721, 0.402123, 0.757396, -11.4018, -4.0845, 2.75999, 2.19192, -2.50008, -0.384497]","[6.27611, -4.95128, 1.73483, 0.468853, -0.211721, 0.402123, 0.757396, -11.1562, -3.87051, 2.77448, 2.19192, -2.50008, -0.384497]",4.62,0.0600000000000005
77,"[6.27611, -4.95128, 1.73483, 0.468853, -0.211721, 0.402123, 0.757396, -11.1562, -3.87051, 2.77448, 2.19192, -2.50008, -0.384497]","[0.3587270588235294, 0.359084705882353, 0.35756470588235295, 0.35906352941176467]","[5.60996, -5.16146, 1.90023, 0.520777, -0.126342, 0.406541, 0.739969, -11.0264, -3.17225, 2.73617, 1.94595, -2.78769, -0.415909]","[5.61794, -5.15573, 1.90081, 0.520777, -0.126342, 0.406541, 0.739969, -10.7622, -2.99003, 2.7558, 1.94595, -2.78769, -0.415909]",4.68,0.05999999999999961
78,"[5.61794, -5.15573, 1.90081, 0.520777, -0.126342, 0.406541, 0.739969, -10.7622, -2.99003, 2.7558, 1.94595, -2.78769, -0.415909]","[0.3157635294117647, 0.31704, 0.3165647058823529, 0.31762705882352943]","[4.97933, -5.31794, 2.06424, 0.568949, -0.0405381, 0.397859, 0.718583, -10.5135, -2.45267, 2.68734, 1.64371, -2.86784, -0.438057]","[4.98768, -5.31328, 2.06492, 0.568949, -0.0405381, 0.397859, 0.718583, -10.2386, -2.3059, 2.70998, 1.64371, -2.86784, -0.438057]",4.74,0.0600000000000005
79,"[4.98768, -5.31328, 2.06492, 0.568949, -0.0405381, 0.397859, 0.718583, -10.2386, -2.3059, 2.70998, 1.64371, -2.86784, -0.438057]","[0.2746635294117647, 0.27675176470588236, 0.27736352941176473, 0.2777705882352941]","[4.38272, -5.43934, 2.22435, 0.611023, 0.0386134, 0.37871, 0.694074, -9.92535, -1.92725, 2.59854, 1.26835, -2.72449, -0.448344]","[4.39117, -5.43577, 2.22506, 0.611023, 0.0386134, 0.37871, 0.694074, -9.64851, -1.81563, 2.62171, 1.26835, -2.72449, -0.448344]",4.8,0.05999999999999961
80,"[4.39117, -5.43577, 2.22506, 0.611023, 0.0386134, 0.37871, 0.694074, -9.64851, -1.81563, 2.62171, 1.26835, -2.72449, -0.448344]","[0.2368729411764706, 0.2395223529411765, 0.2412458823529412, 0.2408835294117647]","[3.82236, -5.5367, 2.37768, 0.645842, 0.104433, 0.35277, 0.66898, -9.31757, -1.5728, 2.46003, 0.828211, -2.37218, -0.445817]","[3.83065, -5.53411, 2.37835, 0.645842, 0.104433, 0.35277, 0.66898, -9.04732, -1.49213, 2.48198, 0.828211, -2.37218, -0.445817]",4.86,0.0600000000000005
81,"[3.83065, -5.53411, 2.37835, 0.645842, 0.104433, 0.35277, 0.66898, -9.04732, -1.49213, 2.48198, 0.828211, -2.37218, -0.445817]","[0.20362235294117648, 0.20651764705882353, 0.2093105882352941, 0.20818235294117646]","[3.29758, -5.61891, 2.52106, 0.673579, 0.151938, 0.324306, 0.646553, -8.73085, -1.35082, 2.27102, 0.357117, -1.85214, -0.431593]","[3.30551, -5.61708, 2.52169, 0.673579, 0.151938, 0.324306, 0.646553, -8.47353, -1.29425, 2.29128, 0.357117, -1.85214, -0.431593]",4.92,0.05999999999999961
82,"[3.30551, -5.61708, 2.52169, 0.673579, 0.151938, 0.324306, 0.646553, -8.47353, -1.29425, 2.29128, 0.357117, -1.85214, -0.431593]","[0.17573882352941178, 0.17858941176470589, 0.1823905882352941, 0.18059882352941178]","[2.80598, -5.69219, 2.65164, 0.695216, 0.178637, 0.297447, 0.629514, -8.18752, -1.21887, 2.03909, -0.095775, -1.22938, -0.408149]","[2.81342, -5.69091, 2.65223, 0.695216, 0.178637, 0.297447, 0.629514, -7.94674, -1.17876, 2.05834, -0.095775, -1.22938, -0.408149]",4.98,0.0600000000000005
83,"[2.81342, -5.69091, 2.65223, 0.695216, 0.178637, 0.297447, 0.629514, -7.94674, -1.17876, 2.05834, -0.095775, -1.22938, -0.408149]","[0.15376588235294117, 0.1563564705882353, 0.16116117647058822, 0.15887882352941177]","[2.34447, -5.76031, 2.76727, 0.71185, 0.184814, 0.275314, 0.619125, -7.69415, -1.13928, 1.7773, -0.480316, -0.594005, -0.378361]","[2.35137, -5.75935, 2.76786, 0.71185, 0.184814, 0.275314, 0.619125, -7.47109, -1.10878, 1.79675, -0.480316, -0.594005, -0.378361]",5.04,0.05999999999999961
84,"[2.35137, -5.75935, 2.76786, 0.71185, 0.184814, 0.275314, 0.619125, -7.47109, -1.10878, 1.79675, -0.480316, -0.594005, -0.378361]","[0.13816823529411765, 0.14031294117647058, 0.14608117647058824, 0.14358823529411763]","[1.91005, -5.82507, 2.86667, 0.724299, 0.173268, 0.259319, 0.614917, -7.24765, -1.08317, 1.50025, -0.762492, -0.0419103, -0.345032]","[1.91641, -5.82426, 2.86729, 0.724299, 0.173268, 0.259319, 0.614917, -7.04189, -1.05713, 1.52105, -0.762492, -0.0419103, -0.345032]",5.1,0.05999999999999961
85,"[1.91641, -5.82426, 2.86729, 0.724299, 0.173268, 0.259319, 0.614917, -7.04189, -1.05713, 1.52105, -0.762492, -0.0419103, -0.345032]","[0.12874588235294118, 0.1302894117647059, 0.13680823529411765, 0.13451529411764707]","[1.50012, -5.88691, 2.94942, 0.733139, 0.148576, 0.249019, 0.615161, -6.84081, -1.03047, 1.22166, -0.934093, 0.35387, -0.310641]","[1.50599, -5.88615, 2.9501, 0.733139, 0.148576, 0.249019, 0.615161, -6.65113, -1.00568, 1.24455, -0.934093, 0.35387, -0.310641]",5.16,0.0600000000000005
86,"[1.50599, -5.88615, 2.9501, 0.733139, 0.148576, 0.249019, 0.615161, -6.65113, -1.00568, 1.24455, -0.934093, 0.35387, -0.310641]","[0.12524823529411766, 0.1260835294117647, 0.13296235294117648, 0.13130117647058825]","[1.11264, -5.94542, 3.01584, 0.738954, 0.116103, 0.242626, 0.617738, -6.46587, -0.968058, 0.953523, -1.00571, 0.564429, -0.276631]","[1.11805, -5.94466, 3.0166, 0.738954, 0.116103, 0.242626, 0.617738, -6.29083, -0.943035, 0.978714, -1.00571, 0.564429, -0.276631]",5.22,0.05999999999999961
87,"[1.11805, -5.94466, 3.0166, 0.738954, 0.116103, 0.242626, 0.617738, -6.29083, -0.943035, 0.978714, -1.00571, 0.564429, -0.276631]","[0.1271670588235294, 0.12729529411764706, 0.1341835294117647, 0.13341999999999998]","[0.745974, -5.99965, 3.0669, 0.742563, 0.0809842, 0.237614, 0.620952, -6.11612, -0.88781, 0.706386, -1.01012, 0.593087, -0.243552]","[0.750971, -5.99888, 3.06773, 0.742563, 0.0809842, 0.237614, 0.620952, -5.95436, -0.862398, 0.73361, -1.01012, 0.593087, -0.243552]",5.28,0.0600000000000005
88,"[0.750971, -5.99888, 3.06773, 0.742563, 0.0809842, 0.237614, 0.620952, -5.95436, -0.862398, 0.73361, -1.01012, 0.593087, -0.243552]","[0.13415294117647059, 0.13360235294117648, 0.14022941176470588, 0.1404141176470588]","[0.398847, -6.04839, 3.10413, 0.744844, 0.0468974, 0.231602, 0.623994, -5.78718, -0.78541, 0.488927, -0.98962, 0.507309, -0.208959]","[0.403469, -6.04762, 3.105, 0.744844, 0.0468974, 0.231602, 0.623994, -5.63753, -0.76032, 0.517589, -0.98962, 0.507309, -0.208959]",5.34,0.05999999999999961
89,"[0.403469, -6.04762, 3.105, 0.744844, 0.0468974, 0.231602, 0.623994, -5.63753, -0.76032, 0.517589, -0.98962, 0.507309, -0.208959]","[0.14460117647058823, 0.14369058823529413, 0.15066117647058824, 0.15138941176470588]","[0.0701375, -6.09028, 3.12946, 0.746343, 0.015969, 0.223279, 0.626788, -5.47755, -0.659532, 0.30718, -0.945921, 0.365816, -0.166836]","[0.0744164, -6.08955, 3.13035, 0.746343, 0.015969, 0.223279, 0.626788, -5.339, -0.635869, 0.336484, -0.945921, 0.365816, -0.166836]",5.4,0.0600000000000005
